Threshold,N_Low,N_High,Coef_Low,Coef_High,R²_Low,R²_High,Sign_Flip
-1.263955269337108,64,192,-358.7134745385933,-6.331849674508104,0.12666479519396312,0.007469899640709099,False
0.0151271741679923,130,126,-193.57963692583056,-0.11137906274512012,0.1910125603583801,2.1807788844752096e-06,False
1.170003552491663,192,64,-126.04489404670298,0.17849249620862634,0.1918681384507389,4.870879601992506e-06,True
