PolityKey,PolityName,Administrative levels,Military levels,Religious levels,Settlement hierarchy,start_year,end_year,duration_years,PC1_hier,PC2_hier,PC3_hier,PC1_squared,PC1_x_PC2,collapsed
143,ItRav**,5.0,4.0,5.0,6.0,568.0,751.0,183.0,1.4695429266172726,0.5503564304363034,-1.0664831401895758,2.1595564131708587,0.8087723994660008,1
144,ItRomER,3.0,6.0,4.0,2.0,-509.0,-264.0,245.0,-0.08704580283756219,0.9573729122739308,1.0524353330473029,0.00757697179163575,-0.0833352937638193,0
145,ItRomLR,3.0,7.0,4.0,7.0,-133.0,-31.0,102.0,1.6313545450138927,-0.17666424300377684,0.04859866074006232,2.661317651537485,-0.28820201576565013,1
146,ItRomMR,3.0,6.0,4.0,5.0,-264.0,-133.0,131.0,0.815917213216457,0.32490416251447635,0.24341627706471622,0.6657208988229094,0.26509489884123844,1
147,ItRomPr,8.0,9.0,4.0,7.0,-31.0,284.0,315.0,3.381960703294447,-0.8865361243623924,-0.02988584282033206,11.43765819862787,-2.99823033464457,0
148,ItRomRg,3.0,4.0,1.0,2.0,-716.0,-509.0,207.0,-1.2642372097681205,-0.3721041464903951,0.4958375461855843,1.5982957225622827,0.47042790790216504,0
149,ItRomWe,8.0,7.0,8.0,6.0,395.0,476.0,81.0,3.654405630963879,1.4698948748545169,-0.6258817396635079,13.354680515620506,5.371592107593293,1
150,ItStPet,6.0,5.0,5.0,5.0,711.0,904.0,193.0,1.6467536789122308,0.571251427343895,-0.60578996964255,2.7117976790109664,0.940710389562422,0
151,ItVenR3,5.0,15.0,5.0,5.0,1205.0,1564.0,359.0,3.5166371199749156,-0.11796894877533044,2.9930025094390635,12.366736633585468,-0.4148539842677464,0
152,ItVenR4,5.0,11.0,5.0,5.0,1565.0,1797.0,232.0,2.662789168929225,0.20172134060580352,1.6148888254507814,7.090446158166793,0.5371414009070167,0
153,JpAshik,6.0,5.0,2.0,6.0,1336.0,1467.0,131.0,1.1974739195225241,-1.1288936926974829,-0.7430039331709898,1.4339437879366366,-1.3518207549187107,1
