PolityKey,PolityName,Administrative levels,Military levels,Religious levels,Settlement hierarchy,start_year,end_year,duration_years,PC1_hier,PC2_hier,PC3_hier,PC1_squared,PC1_x_PC2,collapsed,era,NGA,region,predicted_duration,residual,abs_residual
49,EsHabsb,6.0,13.0,10.0,7.0,1516.0,1700.0,184.0,5.20687064405248,1.992428687833479,1.39032626912492,27.11150190389549,10.374318445048145,1,Early Modern (1500+ CE),Cuzco,New World,-91.15823463380099,275.158234633801,275.158234633801
50,EtAksm1,4.0,5.0,2.0,4.0,-149.0,349.0,498.0,0.0660257023834277,-0.4872371648572937,0.103358642372549,0.0043593933752249,-0.0321701760370128,0,Classical (500 BCE-500 CE),Yemeni Coastal Plain,Middle East,251.6518554291337,246.3481445708663,246.3481445708663
51,FmTrukE,2.0,3.0,1.0,1.0,1775.0,1886.0,111.0,-2.043423306099091,0.028646689774983,0.5744904129602828,4.17557880790894,-0.0585373135287909,1,Early Modern (1500+ CE),Chuuk Islands,Other,392.3175266925588,-281.3175266925588,281.3175266925588
52,FmTrukL,4.0,3.0,1.0,2.0,1886.0,1948.0,62.0,-1.2129627609780014,-0.4021869214787212,-0.0021991439223935,1.471278659519376,0.4878377587060724,1,Early Modern (1500+ CE),Chuuk Islands,Other,336.9394210509897,-274.9394210509897,274.9394210509897
53,FrBurbE,6.0,10.0,7.0,6.0,1589.0,1660.0,71.0,3.5152295773424926,0.9536971180009212,0.7588730799269925,12.35683898142348,3.3524643170231316,1,Early Modern (1500+ CE),Paris Basin,Europe,21.64649552496016,49.35350447503984,49.35350447503984
54,FrBurbL,6.0,12.0,6.0,6.0,1660.0,1789.0,129.0,3.692064409062767,0.2974112388253895,1.492082940298608,13.631339600668,1.0980614497224874,1,Early Modern (1500+ CE),Paris Basin,Europe,9.854510885055873,119.14548911494413,119.14548911494413
55,FrCaptE,4.0,5.0,6.0,4.0,987.0,1150.0,163.0,1.0663822775937115,1.4985257730825636,-0.0732534311373477,1.137171161965952,1.5980013269326618,1,Medieval (500-1500 CE),Paris Basin,Europe,184.94446947721502,-21.944469477215023,21.944469477215023
56,FrCaptL,5.0,5.0,6.0,5.0,1150.0,1328.0,178.0,1.63210638616326,1.177697509162469,-0.4964347189091171,2.663771255754896,1.92212762567263,1,Medieval (500-1500 CE),Paris Basin,Europe,147.21994465493236,30.780055345067638,30.780055345067638
57,FrCarlE,4.0,4.0,6.0,3.0,752.0,840.0,88.0,0.5519326178142826,1.7892712620143318,-0.1481088334735562,0.3046296146073269,0.9875571716234354,1,Medieval (500-1500 CE),Paris Basin,Europe,219.2498290441532,-131.2498290441532,131.2498290441532
58,FrCarlL,4.0,4.0,6.0,3.0,840.0,987.0,147.0,0.5519326178142826,1.7892712620143318,-0.1481088334735562,0.3046296146073269,0.9875571716234354,1,Medieval (500-1500 CE),Paris Basin,Europe,219.2498290441532,-72.24982904415319,72.24982904415319
59,FrHallA,1.0,1.0,1.0,1.0,-1000.0,-900.0,100.0,-2.735083718173479,0.2984971817991599,0.0389418400770486,7.480682945417662,-0.8164147818595513,1,Ancient (pre-500 BCE),Paris Basin,Europe,438.4399386397292,-338.4399386397292,338.4399386397292
60,FrHallB,2.0,2.0,1.0,2.0,-900.0,-700.0,200.0,-1.9558976218425077,-0.1022536544662182,-0.0397110266976499,3.825535507129176,0.1999976795951817,0,Ancient (pre-500 BCE),Paris Basin,Europe,386.4809982535046,-186.4809982535046,186.4809982535046
61,FrHallC,3.0,2.0,1.0,2.0,-700.0,-600.0,100.0,-1.6911611852909658,-0.2122590017998279,-0.193219295808557,2.8600261546347445,0.3589641850724743,1,Ancient (pre-500 BCE),Paris Basin,Europe,368.8274174342181,-268.8274174342181,268.8274174342181
62,FrHallD,3.0,2.0,1.0,2.0,-600.0,-475.0,125.0,-1.6911611852909658,-0.2122590017998279,-0.193219295808557,2.8600261546347445,0.3589641850724743,1,Ancient (pre-500 BCE),Paris Basin,Europe,368.8274174342181,-243.8274174342181,243.8274174342181
63,FrMervE,4.0,4.0,5.0,4.0,481.0,543.0,62.0,0.602831146029718,1.082007610942883,-0.3736288337569442,0.3634053906235032,0.6522678881175753,1,Classical (500 BCE-500 CE),Paris Basin,Europe,215.85573152913668,-153.85573152913668,153.85573152913668
64,FrMervL,4.0,4.0,5.0,4.0,687.0,751.0,64.0,0.602831146029718,1.082007610942883,-0.3736288337569442,0.3634053906235032,0.6522678881175753,1,Medieval (500-1500 CE),Paris Basin,Europe,215.85573152913668,-151.85573152913668,151.85573152913668
65,FrMervM,4.0,4.0,5.0,4.0,543.0,687.0,144.0,0.602831146029718,1.082007610942883,-0.3736288337569442,0.3634053906235032,0.6522678881175753,1,Medieval (500-1500 CE),Paris Basin,Europe,215.85573152913668,-71.85573152913668,71.85573152913668
66,FrTeneC,3.0,4.0,2.0,2.0,-175.0,-27.0,148.0,-1.0141480659655495,0.1243365879945692,0.4516845278081101,1.028496299701665,-0.1260957102434477,1,Classical (500 BCE-500 CE),Paris Basin,Europe,323.68173981835446,-175.68173981835446,175.68173981835446
67,FrValoE,5.0,5.0,6.0,5.0,1328.0,1450.0,122.0,1.63210638616326,1.177697509162469,-0.4964347189091171,2.663771255754896,1.92212762567263,1,Medieval (500-1500 CE),Paris Basin,Europe,147.21994465493236,-25.219944654932362,25.219944654932362
68,FrValoL,5.0,10.0,7.0,6.0,1450.0,1589.0,139.0,3.250493140790951,1.0637024653345308,0.9123813490378996,10.56570565832902,3.4575575674123167,1,Medieval (500-1500 CE),Paris Basin,Europe,39.30007634424658,99.69992365575342,99.69992365575342
69,GhAshnE,4.0,5.0,2.0,3.0,1501.0,1701.0,200.0,-0.2349619696345785,-0.2764142482708088,0.3730316610334113,0.0552071271745606,0.0649468362087706,0,Early Modern (1500+ CE),Ghanaian Coast,Africa,271.7227994321299,-71.72279943212988,71.72279943212988
70,GhAshnL,6.0,6.0,4.0,4.0,1701.0,1895.0,194.0,1.309138850853076,0.205711037100132,0.052564488392857,1.7138445308129122,0.2693043107170613,0,Early Modern (1500+ CE),Ghanaian Coast,Africa,168.7565852506595,25.243414749340502,25.243414749340502
71,GrCrArc,5.0,5.0,5.0,1.0,-710.0,-500.0,210.0,0.1780665542886633,1.5245484410234442,0.6264103741118059,0.0317076977562374,0.2714710877391982,0,Ancient (pre-500 BCE),Crete,Other,244.18056715489683,-34.180567154896835,34.180567154896835
72,GrCrCls,5.0,5.0,5.0,1.0,-500.0,-323.0,177.0,0.1780665542886633,1.5245484410234442,0.6264103741118059,0.0317076977562374,0.2714710877391982,1,Classical (500 BCE-500 CE),Crete,Other,244.18056715489683,-67.18056715489683,67.18056715489683
73,GrCrEmr,5.0,3.0,4.0,3.0,824.0,961.0,137.0,0.1030287789992597,0.7663070180560771,-0.5578394868265856,0.0106149293020783,0.0789516764088813,1,Medieval (500-1500 CE),Crete,Other,249.1843567647681,-112.1843567647681,112.1843567647681
74,GrCrHel,5.0,5.0,5.0,1.0,-323.0,-69.0,254.0,0.1780665542886633,1.5245484410234442,0.6264103741118059,0.0317076977562374,0.2714710877391982,0,Classical (500 BCE-500 CE),Crete,Other,244.18056715489683,9.819432845103165,9.819432845103165
75,GrCrMPa,5.0,5.0,3.0,1.0,-1450.0,-1300.0,150.0,-0.3221117333164786,0.5316669720535155,0.7147164108667543,0.1037559687401462,-0.1712561699152817,1,Ancient (pre-500 BCE),Crete,Other,277.5342601308562,-127.53426013085618,127.53426013085618
