Feature,Importance
ideol_score,0.16367030918286862
PC1_hier,0.10232462606340148
total_warfare_tech,0.10131162537174322
PC1_squared,0.09492630225856985
PC1_x_PC2,0.0914083284975385
moral_score,0.08846054171961866
weapons_count,0.08430053113360168
PC2_hier,0.08348352089112301
PC3_hier,0.08135236443078239
armor_count,0.04300266773004192
cavalry_count,0.04286085749297141
legit_score,0.022898325227739335
